"","esFraude","tipo","hora","cantidad","saldoOrigenAntes","saldoOrigenDespues","destino","saldoDestinoAntes","saldoDestinoDespues"
"376","Si","TRANSFER",14,2927005.15,2927005.15,0,"C",0,0
"377","Si","TRANSFER",14,143032,143032,0,"C",0,0
"378","No","TRANSFER",15,905528.04,10400,0,"C",73266.57,978794.61
"379","No","TRANSFER",15,13576.19,729100.06,715523.86,"C",1202287.32,1215863.52
"380","No","CASH_IN",15,171589.22,99316,270905.22,"C",74842.56,0
"381","No","TRANSFER",15,965579.03,30279,0,"C",0,506899.76
"382","No","TRANSFER",15,1268353.35,0,0,"C",2760742.92,4214803.36
"383","No","CASH_OUT",15,401497.04,0,0,"C",1969382.31,2370879.35
"384","No","DEBIT",15,1796.1,21651,19854.9,"C",3214677.24,3216473.34
"385","No","CASH_IN",15,41333.56,247658,288991.56,"C",746.68,0
"386","No","CASH_OUT",15,288305.66,0,0,"C",386567.19,674872.85
"387","No","CASH_OUT",15,42134.67,0,0,"C",81729.23,123863.9
"388","No","CASH_IN",15,186817.29,2170560.05,2357377.34,"C",2186334.57,1999517.28
"389","No","CASH_OUT",15,18509.65,3593,0,"C",0,18509.65
"390","No","PAYMENT",15,18602.65,428633.01,410030.37,"M",0,0
"391","No","CASH_IN",15,101233.33,8312306.13,8413539.46,"C",259511.76,396184.31
"392","No","TRANSFER",15,243351.35,0,0,"C",1744695.05,1988046.39
"393","No","CASH_OUT",15,369398.56,0,0,"C",859944.92,1229343.48
"394","No","CASH_IN",15,186731.02,35567,222298.02,"C",0,0
"395","No","CASH_OUT",15,380888.74,49968,0,"C",0,380888.74
"396","No","CASH_OUT",15,154175.55,0,0,"C",342169.36,496344.91
"397","No","CASH_IN",15,58633.98,10816336.65,10874970.63,"C",1452625.13,1330691.58
"398","No","CASH_OUT",15,7731.23,0,0,"C",946233.18,953964.4
"399","No","PAYMENT",15,3888.65,0,0,"M",0,0
"400","No","PAYMENT",15,917.83,243873.09,242955.26,"M",0,0
"401","No","CASH_IN",15,263883.77,40178,304061.77,"C",3473861.17,3209977.4
"402","No","CASH_OUT",15,150904.55,0,0,"C",254517.94,405422.49
"403","No","PAYMENT",15,3480.86,21678,18197.14,"M",0,0
"404","No","TRANSFER",15,545824.28,0,0,"C",712119.35,1257943.64
"405","No","CASH_OUT",15,228340.04,0,0,"C",1554576.05,1782916.09
"406","No","PAYMENT",15,4417.99,158529.25,154111.26,"M",0,0
"407","No","PAYMENT",15,3797.44,0,0,"M",0,0
"408","No","PAYMENT",15,2844.84,902.34,0,"M",0,0
"409","No","CASH_OUT",15,589204.42,59988,0,"C",135794.86,867402.09
"410","No","CASH_IN",15,201573.21,1953832.94,2155406.16,"C",995686.88,794113.67
"411","No","CASH_OUT",15,417852.03,748246.1,330394.07,"C",2142080.17,2559932.2
"412","No","CASH_IN",15,367045.29,27445,394490.29,"C",741094.48,374049.19
"413","No","CASH_OUT",15,105096.14,0,0,"C",806556.76,911652.89
"414","No","CASH_OUT",15,292461.8,0,0,"C",983597.67,1569502.98
"415","No","CASH_OUT",15,44688.26,516417,471728.74,"C",0,44688.26
"416","No","PAYMENT",15,17898.78,0,0,"M",0,0
"417","No","PAYMENT",15,4263.55,45350.9,41087.35,"M",0,0
"418","No","CASH_OUT",15,36047.69,51102,15054.31,"C",169639.34,205687.03
"419","No","CASH_IN",15,105819.21,4471323.88,4577143.09,"C",22957432.5,23435284.97
"420","No","TRANSFER",15,208339.23,459418.58,251079.34,"C",249364.21,457703.44
"421","No","PAYMENT",15,10781.17,31435,20653.83,"M",0,0
"422","No","PAYMENT",15,5802.31,0,0,"M",0,0
"423","No","CASH_IN",15,230458.93,5209128.74,5439587.66,"C",7673055.34,7442596.41
"424","No","CASH_OUT",15,277800.5,0,0,"C",689575.85,967376.35
"425","No","TRANSFER",15,675858.64,0,0,"C",694116.82,1369975.46
"426","No","CASH_IN",15,180455.36,36492,216947.36,"C",613941.23,433485.87
"427","No","CASH_OUT",15,229254.76,9724,0,"C",89298,287159.47
"428","No","PAYMENT",15,15999.07,186073.17,170074.1,"M",0,0
"429","No","CASH_IN",15,70434.97,4243611.4,4314046.37,"C",158437.18,0
"430","No","CASH_IN",15,340507.31,5787425.94,6127933.25,"C",451556.26,37362.46
"431","No","CASH_OUT",15,235301.99,107681,0,"C",0,235301.99
"432","No","CASH_OUT",15,5720.96,12135,6414.04,"C",0,5720.96
"433","No","PAYMENT",15,2763.51,364107.99,361344.48,"M",0,0
"434","No","CASH_OUT",15,137348.15,28611,0,"C",0,137348.15
"435","No","CASH_OUT",15,51500.81,0,0,"C",4797986.25,4849487.06
"436","No","TRANSFER",15,1145665.12,0,0,"C",26445398.27,27591063.39
"437","No","CASH_IN",15,192042.96,21612092.64,21804135.6,"C",330664.4,138621.44
"438","Si","CASH_OUT",15,164500.81,164500.81,0,"C",685636.21,850137.02
"439","Si","CASH_OUT",15,212089.74,212089.74,0,"C",257758.48,469848.23
"440","Si","TRANSFER",15,119,119,0,"C",0,0
"441","No","CASH_IN",16,83804.09,10427916.75,10511720.84,"C",3494853.18,3411049.08
"442","No","CASH_OUT",16,400902.93,0,0,"C",755169.77,1156072.7
"443","No","CASH_IN",16,325428.1,8737454.03,9062882.14,"C",9728755.63,9403327.52
"444","No","TRANSFER",16,356797.28,110714,0,"C",4979533.56,5865954.19
"445","No","CASH_IN",16,195014.19,52045,247059.19,"C",169,0
"446","No","CASH_OUT",16,72881.08,137095.24,64214.16,"C",30079,56607.12
"447","No","CASH_OUT",16,154188.74,0,0,"C",158109.26,312297.99
"448","No","PAYMENT",16,3015.84,107237,104221.16,"M",0,0
"449","No","CASH_IN",16,497456.41,105331,602787.41,"C",6771583.61,7267598.25
"450","No","CASH_IN",16,41535.81,10856,52391.81,"C",193864.9,0
"451","No","CASH_OUT",16,153005.86,41405,0,"C",7339552.95,7492558.8
"452","No","CASH_OUT",16,82092.49,198095,116002.51,"C",1267623.18,1349715.67
"453","No","CASH_IN",16,153952.6,5781028.07,5934980.67,"C",500787.09,316578.39
"454","No","CASH_OUT",16,170935.61,0,0,"C",1053068.41,1224004.02
"455","No","CASH_OUT",16,141024.36,0,0,"C",479183.94,620208.3
"456","No","CASH_IN",16,455609.82,18976,474585.82,"C",938195.32,758435
"457","No","CASH_IN",16,168193.05,9819986.88,9988179.93,"C",264052.85,95859.8
"458","No","CASH_OUT",16,230.51,137,0,"C",886657.31,1221360.04
"459","No","CASH_OUT",16,231840.11,0,0,"C",2220963.8,2452803.91
"460","No","CASH_IN",16,641664.68,4860455.03,5502119.71,"C",5978286.3,5336621.63
"461","No","PAYMENT",16,35817.12,307318.21,271501.09,"M",0,0
"462","No","CASH_OUT",16,74387.94,0,0,"C",583934.55,658322.49
"463","No","PAYMENT",16,23824.38,32129,8304.62,"M",0,0
"464","No","CASH_IN",16,44550.4,16677762.42,16722312.82,"C",527371.2,482820.8
"465","No","CASH_IN",16,210374.88,7394902.42,7605277.3,"C",4053938.3,3843563.42
"466","No","CASH_OUT",16,283552.76,210925.83,0,"C",0,283552.76
"467","No","PAYMENT",16,2943.05,188868.89,185925.84,"M",0,0
"468","No","CASH_IN",16,220994.34,5079,226073.34,"C",1127888.48,906894.14
"469","No","CASH_OUT",16,140614.69,46908,0,"C",0,0
"470","No","CASH_IN",16,289434.27,10567567.37,10857001.64,"C",426963.36,137529.09
"471","No","CASH_OUT",16,14524.07,0,0,"C",264391.84,278915.9
"472","No","CASH_IN",16,132866.35,99478,232344.35,"C",1009239.55,1159964.64
"473","No","PAYMENT",16,16563.67,5805,0,"M",0,0
"474","No","CASH_OUT",16,93868.99,0,0,"C",338107.25,748915.48
"475","No","CASH_IN",16,39177.16,24993860.67,25033037.82,"C",444816.91,144464.21
"476","No","PAYMENT",16,19851.94,204328.48,184476.53,"M",0,0
"477","No","PAYMENT",16,7287.39,0,0,"M",0,0
"478","No","CASH_OUT",16,3646.97,42869,39222.03,"C",2572337.12,2575984.09
"479","No","CASH_OUT",16,187201.16,0,0,"C",472206.2,518099.74
"480","No","CASH_OUT",16,195706.01,11076,0,"C",0,195706.01
"481","No","CASH_IN",16,129036.27,95288,224324.27,"C",2687161.71,2558125.44
"482","No","PAYMENT",16,666.85,612,0,"M",0,0
"483","No","CASH_OUT",16,376161.52,16096,0,"C",0,697523.52
"484","No","CASH_IN",16,97088.4,3553,100641.4,"C",74767,221502.78
"485","No","PAYMENT",16,16968.32,113438,96469.68,"M",0,0
"486","No","TRANSFER",16,107761.33,0,0,"C",907537.84,1635404.49
"487","No","CASH_OUT",16,95015.68,240330,145314.32,"C",141732.75,373122.64
"488","No","TRANSFER",16,426947.39,271,0,"C",0,426947.39
"489","No","CASH_IN",16,521972.59,161,522133.59,"C",480298.08,0
"490","No","PAYMENT",16,12280.22,23610,11329.78,"M",0,0
"491","No","CASH_OUT",16,114159.87,0,0,"C",238439.36,979946.09
"492","No","CASH_IN",16,340741.78,7631084.85,7971826.63,"C",605040.06,264298.28
"493","No","CASH_IN",16,26915.91,66533,93448.91,"C",3031733.18,3109817.52
"494","No","PAYMENT",16,2214.57,60531.66,58317.09,"M",0,0
"495","No","PAYMENT",16,14190.02,29968,15777.98,"M",0,0
"496","No","CASH_OUT",16,93882.77,282323.89,188441.11,"C",4113761.24,4368168.79
"497","No","CASH_OUT",16,10421.73,100367,89945.27,"C",3178,0
"498","No","CASH_IN",16,208459.08,424340,632799.08,"C",0,0
"499","No","CASH_IN",16,242683.2,8237,250920.2,"C",1019,263860.5
"500","No","CASH_OUT",17,129061.25,0,0,"C",1186791.54,1315852.79
"501","No","PAYMENT",17,1811.05,24916.45,23105.4,"M",0,0
"502","No","CASH_IN",17,77849.69,50696,128545.69,"C",523379.53,445529.85
"503","No","CASH_OUT",17,245586.31,90022,0,"C",21617,267203.31
"504","No","PAYMENT",17,20408.19,282523.33,262115.15,"M",0,0
"505","No","PAYMENT",17,24134.99,260242,236107.01,"M",0,0
"506","No","CASH_IN",17,278970.95,356,279326.95,"C",5409333.43,5130362.48
"507","No","CASH_OUT",17,303224.46,12145,0,"C",183414.03,602809.08
"508","No","CASH_IN",17,45393.66,730680.69,776074.34,"C",176467.47,131073.81
"509","No","PAYMENT",17,14802.21,0,0,"M",0,0
"510","No","TRANSFER",17,382028.5,20460.88,0,"C",848587.51,1230616.01
"511","No","PAYMENT",17,4369.46,231345.04,226975.59,"M",0,0
"512","No","CASH_IN",17,710091.25,32500,742591.25,"C",321675.49,0
"513","No","CASH_OUT",17,206304.9,21069,0,"C",55501.43,426306.72
"514","No","CASH_IN",17,77451.18,0,77451.18,"C",2822176.34,2744725.15
"515","No","TRANSFER",17,181273.8,0,0,"C",236682.61,417956.41
"516","No","TRANSFER",17,410692.02,337835.28,0,"C",538273.73,1136099
"517","No","TRANSFER",17,89859.11,82218,0,"C",34893.76,124752.86
"518","No","CASH_IN",17,34445.79,4675489.83,4709935.62,"C",997684.61,333391.03
"519","No","CASH_OUT",17,453706.55,58,0,"C",0,453706.55
"520","No","PAYMENT",17,7618.96,253333.31,245714.34,"M",0,0
"521","No","TRANSFER",17,60178.32,0,0,"C",1020323.73,1080502.05
"522","No","PAYMENT",17,19708.71,3182,0,"M",0,0
"523","No","PAYMENT",17,17038.86,35955,18916.14,"M",0,0
"524","No","CASH_IN",17,141042.82,1309558.93,1450601.75,"C",766777.6,625734.78
"525","No","CASH_OUT",17,57508.72,0,0,"C",61999.53,710820.98
"526","No","PAYMENT",17,14166.33,11467,0,"M",0,0
"527","No","CASH_OUT",17,205643.93,2669,0,"C",0,205643.93
"528","No","PAYMENT",17,12818.26,0,0,"M",0,0
"529","No","CASH_OUT",17,297314.18,11167,0,"C",0,251547.94
"530","No","CASH_OUT",17,175878.5,0,0,"C",187029.14,362907.64
"531","No","CASH_OUT",17,166091.05,0,0,"C",346211.21,512302.26
"532","No","CASH_OUT",17,4484.68,242062.43,237577.75,"C",686332.88,690817.56
"533","No","CASH_IN",17,288931.92,30775,319706.92,"C",1633340.9,1344408.98
"534","No","CASH_OUT",17,151062.62,48614,0,"C",853218.03,1004280.65
"535","No","CASH_OUT",17,289029.4,0,0,"C",760027.7,1360096.25
"536","No","CASH_OUT",17,106378.63,0,0,"C",1178683.38,1285062.01
"537","No","CASH_OUT",17,202452.39,30805,0,"C",16851,78617.12
"538","No","CASH_IN",17,180104.46,6317161.89,6497266.35,"C",193502.1,13397.64
"539","No","CASH_OUT",17,84897.62,0,0,"C",200040.88,307365.38
"540","No","PAYMENT",17,2315.32,141290.37,138975.05,"M",0,0
"541","No","CASH_OUT",17,85841.24,10966,0,"C",1471678.79,1557520.03
"542","No","CASH_OUT",17,88309.94,44252,0,"C",227740.01,316049.95
"543","No","CASH_OUT",17,270192.92,0,0,"C",1657909.7,1928102.62
"544","No","PAYMENT",17,16250.98,25749,9498.02,"M",0,0
"545","No","CASH_IN",17,2760.3,5248752.62,5251512.92,"C",2513040.27,2510279.97
"546","No","PAYMENT",17,4902.69,0,0,"M",0,0
"547","No","CASH_OUT",17,74032.65,0,0,"C",931300.9,1005333.55
"548","No","PAYMENT",17,5692.63,0,0,"M",0,0
"549","No","CASH_OUT",17,123832.78,183102,59269.22,"C",330312.44,928987.35
"550","Si","CASH_OUT",17,1639676.27,1639676.27,0,"C",448954.92,2198318.48
"551","No","CASH_OUT",18,9663.11,34233,24569.89,"C",112689.29,200664.39
"552","No","CASH_IN",18,199693.73,179,199872.73,"C",100753,0
"553","No","CASH_OUT",18,90886.58,287839,196952.42,"C",0,90886.58
"554","No","CASH_OUT",18,247701.96,0,0,"C",2929544.44,3177246.4
"555","No","TRANSFER",18,3052290.13,0,0,"C",5023077.86,10640355.02
"556","No","CASH_OUT",18,102021.79,0,0,"C",1181489.6,1283511.39
"557","No","CASH_OUT",18,413649.81,65079,0,"C",0,226963.81
"558","No","CASH_OUT",18,14375.97,0,0,"C",181109.02,195485
"559","No","CASH_OUT",18,265406.62,0,0,"C",316242.27,581648.89
"560","No","CASH_OUT",18,205587.94,22770,0,"C",0,210299.87
"561","No","CASH_IN",18,98035.32,390742,488777.32,"C",211746.06,113710.73
"562","No","CASH_IN",18,35742.86,1946724.02,1982466.88,"C",106303.06,282594.58
"563","No","CASH_OUT",18,69897.57,163,0,"C",5607012.66,5995998.93
"564","No","TRANSFER",18,129808.28,208536.02,78727.73,"C",9016387.91,9019450.36
"565","No","CASH_OUT",18,190346.38,13135,0,"C",3741238.77,3931585.15
"566","No","CASH_OUT",18,246803.31,441,0,"C",0,246803.31
"567","No","CASH_OUT",18,155750.17,3043,0,"C",1495.59,30383.59
"568","No","PAYMENT",18,10518.56,107418,96899.44,"M",0,0
"569","No","PAYMENT",18,4929.7,0,0,"M",0,0
"570","No","CASH_IN",18,40395.78,7635710.81,7676106.59,"C",3394479.59,3161568.95
"571","No","CASH_IN",18,169867.19,10695739.68,10865606.87,"C",3530670.39,3360803.2
"572","No","CASH_IN",18,71501.57,15733255.58,15804757.16,"C",415360,343858.43
"573","No","PAYMENT",18,22142,187111.84,164969.85,"M",0,0
"574","No","PAYMENT",18,278.25,10492,10213.75,"M",0,0
"575","No","CASH_OUT",18,167125.56,20461,0,"C",547516.08,714641.64
"576","No","CASH_OUT",18,226436.4,0,0,"C",985204.83,1211641.24
"577","No","CASH_IN",18,66404.83,32269,98673.83,"C",550200,483795.16
"578","No","CASH_IN",18,76234.57,615,76849.57,"C",125065.79,48831.22
"579","No","CASH_IN",18,289787.88,8393406.05,8683193.94,"C",313939.18,0
"580","No","CASH_IN",18,136136.61,38543,174679.61,"C",2583,0
"581","No","CASH_IN",18,109447.37,23544053.75,23653501.12,"C",556942.26,447494.89
"582","No","CASH_IN",18,265497.11,9430296.07,9695793.18,"C",481669.91,216172.8
"583","No","CASH_OUT",18,70880.23,0,0,"C",176700.27,480383.68
"584","No","PAYMENT",18,188.99,0,0,"M",0,0
"585","No","CASH_OUT",18,170699.55,5023,0,"C",2450159.62,2620859.17
"586","No","PAYMENT",18,7722.69,11079,3356.31,"M",0,0
"587","No","CASH_IN",18,201877.92,8342,210219.92,"C",0,0
"588","No","PAYMENT",18,10517.67,0,0,"M",0,0
"589","No","PAYMENT",18,8043.62,198665,190621.38,"M",0,0
"590","No","CASH_IN",18,80245.93,8906108.07,8986354,"C",461884.38,381638.45
"591","No","CASH_IN",18,44558.32,397154.55,441712.87,"C",583835.47,539277.15
"592","No","CASH_IN",18,219462.37,10244,229706.37,"C",159882.46,0
"593","No","PAYMENT",18,1991.14,151855,149863.86,"M",0,0
"594","No","PAYMENT",18,17.75,381,363.25,"M",0,0
"595","No","TRANSFER",18,521803.32,892876.97,371073.65,"C",1643355.82,2165159.14
"596","No","CASH_OUT",18,130301.5,0,0,"C",1940377.18,2070678.69
"597","No","TRANSFER",18,37039.42,0,0,"C",493107.51,530146.93
"598","No","PAYMENT",18,36911.31,252949,216037.69,"M",0,0
"599","No","PAYMENT",18,21357.46,201540.34,180182.89,"M",0,0
"600","No","CASH_OUT",18,180300.48,100658,0,"C",2834271.25,3014571.73
"601","No","PAYMENT",18,7974.5,126901.4,118926.89,"M",0,0
"602","No","PAYMENT",18,8923.08,0,0,"M",0,0
"603","No","CASH_OUT",18,42793.63,0,0,"C",485308.99,528102.62
"604","No","CASH_OUT",18,196319.06,10504,0,"C",333531.98,529851.04
"605","No","CASH_OUT",18,131056.74,0,0,"C",1773915.13,2971543.05
"606","No","CASH_IN",18,22467.09,10009778.53,10032245.62,"C",632725.56,610258.48
"607","Si","CASH_OUT",18,11481,11481,0,"C",761417.61,1765080.5
"608","Si","CASH_OUT",18,314251.58,75956.47,0,"C",7962205.25,8276456.84
"609","No","CASH_IN",19,52251.8,15790,68041.8,"C",615120.68,646970.47
"610","No","CASH_OUT",19,206197.26,121498,0,"C",1643104.85,1849302.11
"611","No","PAYMENT",19,3750.59,0,0,"M",0,0
"612","No","CASH_IN",19,204060.62,14931376.33,15135436.95,"C",1687641.23,1483580.61
"613","No","CASH_OUT",19,105246.67,0,0,"C",141557.55,246804.22
"614","No","PAYMENT",19,8927.31,0,0,"M",0,0
"615","No","CASH_OUT",19,475800.62,0,0,"C",1157712.68,1633513.3
"616","No","CASH_OUT",19,283464.11,0,0,"C",1454502.84,1737966.94
"617","No","CASH_OUT",19,230545.44,0,0,"C",460869.62,856266.31
"618","No","CASH_OUT",19,141644.64,154595,12950.36,"C",2538694.1,2680338.73
"619","No","CASH_OUT",19,199814.14,6078,0,"C",22048,112441.68
"620","No","CASH_OUT",19,205566.52,0,0,"C",381873.78,587440.3
"621","No","CASH_IN",19,261374.12,900755.37,1162129.49,"C",1299267.78,1037893.65
"622","No","PAYMENT",19,8699.91,84279,75579.09,"M",0,0
"623","No","PAYMENT",19,11590.93,299054.43,287463.51,"M",0,0
"624","No","CASH_IN",19,146949.98,442892.7,589842.68,"C",330002.18,183052.19
"625","No","CASH_OUT",19,267520.22,21509,0,"C",159445.47,389928.57
"626","No","PAYMENT",19,2519.64,575.31,0,"M",0,0
"627","No","PAYMENT",19,4347.11,0,0,"M",0,0
"628","No","CASH_IN",19,140505.12,14081,154586.12,"C",0,0
"629","No","CASH_OUT",19,150643.2,147279,0,"C",3027824.25,2464136.26
"630","No","TRANSFER",19,316004.39,1009,0,"C",1101333.43,1417337.83
"631","No","CASH_IN",19,197201.02,5400991.51,5598192.53,"C",906810.32,709609.3
"632","No","CASH_OUT",19,105194.11,0,0,"C",241170.17,162771.99
"633","No","CASH_OUT",19,59776.65,0,0,"C",2823375.35,2884259.89
"634","No","CASH_IN",19,106135.48,2429910.47,2536045.95,"C",389489.81,321062.92
"635","No","TRANSFER",19,128093.36,0,0,"C",335384.65,463478.01
"636","No","CASH_IN",19,297365.99,14791,312156.99,"C",1683998.05,1386632.06
"637","No","CASH_OUT",19,149766.31,0,0,"C",2071428.35,2221194.65
"638","No","CASH_OUT",19,77126.52,108379.8,31253.28,"C",358999.5,128716.14
"639","No","CASH_IN",19,213820.4,457,214277.4,"C",0,0
"640","No","CASH_IN",19,262601.22,1714001.3,1976602.52,"C",1287615.28,1025014.07
"641","No","CASH_OUT",19,15600.16,21854,6253.84,"C",1271146.21,1286746.37
"642","No","TRANSFER",19,71272.04,0,0,"C",701261.7,772533.74
"643","No","CASH_IN",19,476402.73,3642186.5,4118589.22,"C",1141574.02,665171.3
"644","No","CASH_OUT",19,254147.82,5977,0,"C",0,254147.82
"645","No","CASH_IN",19,10096.91,10904,21000.91,"C",51816.11,41719.21
"646","No","CASH_OUT",19,179668.43,0,0,"C",2473985.55,2797179.18
"647","No","PAYMENT",19,2417.03,104618,102200.97,"M",0,0
"648","No","PAYMENT",19,108,0,0,"M",0,0
"649","No","CASH_IN",19,605290.32,2791054.65,3396344.97,"C",1242604.82,642147.19
"650","No","PAYMENT",19,16374.59,57830.63,41456.04,"M",0,0
"651","No","CASH_OUT",19,414771.8,27990,0,"C",932961.81,1347733.6
"652","No","CASH_OUT",19,80537.23,1523,0,"C",16453,1103840.31
"653","No","CASH_OUT",19,107619.62,0,0,"C",8358181.4,8338135.71
"654","No","CASH_OUT",19,139958.92,0,0,"C",653488.01,861478.73
"655","No","PAYMENT",19,4251.19,0,0,"M",0,0
"656","No","PAYMENT",19,29677.99,10178,0,"M",0,0
"657","No","PAYMENT",19,27481.29,349651.82,322170.52,"M",0,0
"658","No","PAYMENT",19,1422.4,0,0,"M",0,0
"659","No","CASH_IN",19,225332.9,93248,318580.9,"C",272156.1,46823.2
"660","No","CASH_IN",19,49628.49,2389097.35,2438725.85,"C",430892.51,381264.01
"661","No","CASH_OUT",19,143508,20832,0,"C",5379510.58,5523018.58
"662","No","PAYMENT",19,4974.31,42842,37867.69,"M",0,0
"663","No","PAYMENT",19,5935.94,0,0,"M",0,0
"664","No","TRANSFER",19,510367.54,189856,0,"C",1469852.39,1980219.92
"665","No","CASH_OUT",19,84322.3,21526,0,"C",174875.14,304287.83
"666","No","CASH_OUT",19,117484.45,2959,0,"C",87100.96,204585.41
"667","No","PAYMENT",19,18186.36,11895,0,"M",0,0
"668","No","CASH_OUT",19,107180.3,0,0,"C",347374.11,454554.41
"669","No","CASH_OUT",19,291361.05,0,0,"C",499232.42,479665.91
"670","No","CASH_IN",19,52796.95,6270171.46,6322968.41,"C",4114192.89,4061395.94
"671","No","CASH_IN",19,295381.9,1298018.83,1593400.73,"C",745843.11,59958.81
"672","No","CASH_OUT",19,152806.99,110978.03,0,"C",395942.48,636281.57
"673","No","CASH_OUT",19,87186.58,62395,0,"C",2654893.43,2806693.4
"674","No","PAYMENT",19,4416.95,0,0,"M",0,0
"675","No","PAYMENT",19,8210.81,17201.97,8991.15,"M",0,0
"676","No","CASH_OUT",19,213722.8,0,0,"C",1165877.18,1379599.98
"677","No","PAYMENT",19,2349.6,30874,28524.4,"M",0,0
"678","No","PAYMENT",19,5969.62,104536,98566.38,"M",0,0
"679","No","PAYMENT",19,7895.33,387681.92,379786.59,"M",0,0
"680","No","PAYMENT",19,33688.88,0,0,"M",0,0
"681","No","CASH_OUT",19,130537.07,0,0,"C",729455.87,871006.84
"682","No","CASH_OUT",19,179936.47,104,0,"C",7681534.32,7861470.79
"683","No","CASH_OUT",19,344689.34,0,0,"C",1866505.38,2211194.73
"684","No","CASH_OUT",19,152737.73,0,0,"C",657852.33,1820418.75
"685","No","PAYMENT",19,26556.5,0,0,"M",0,0
"686","No","CASH_IN",19,265958.6,351787.64,617746.24,"C",0,0
"687","Si","TRANSFER",19,1e+07,11861008.32,1861008.32,"C",0,0
"688","Si","TRANSFER",19,143660.11,143660.11,0,"C",0,0
"689","No","CASH_IN",20,160938.81,123695.05,284633.86,"C",4379547.96,4218609.15
"690","No","TRANSFER",20,314316.64,37128.05,0,"C",469250.07,783566.71
"691","No","CASH_OUT",20,84598,20122,0,"C",668364.95,752962.95
"692","No","CASH_OUT",20,142258.22,0,0,"C",9643794.39,9786052.61
"693","No","CASH_IN",20,192089.22,3856380.57,4048469.79,"C",2045668.1,1853578.88
"694","No","CASH_OUT",20,87752.29,0,0,"C",913044.46,1233232.78
"695","No","CASH_OUT",20,75013.18,32,0,"C",209851.03,284864.21
"696","No","CASH_IN",20,433762.28,2731755.67,3165517.95,"C",803109.57,369347.29
"697","No","CASH_OUT",20,9272.09,6058.3,0,"C",3295658.71,3304930.81
"698","No","CASH_IN",20,25141.65,16390036.75,16415178.4,"C",156203.05,131061.4
"699","No","CASH_IN",20,110392.81,1962114.26,2072507.07,"C",3968389.6,3857996.79
"700","No","CASH_IN",20,496354.56,5186422.54,5682777.1,"C",3870731,3374376.44
"701","No","PAYMENT",20,17649.29,36469,18819.71,"M",0,0
"702","No","PAYMENT",20,9378.78,20079,10700.22,"M",0,0
"703","No","PAYMENT",20,12022.76,183495.39,171472.63,"M",0,0
"704","No","PAYMENT",20,2857.16,141363.2,138506.04,"M",0,0
"705","No","CASH_OUT",20,240067.2,11029,0,"C",264399.46,504466.66
"706","No","CASH_IN",20,199512.74,321049.84,520562.58,"C",2247959.92,2048447.19
"707","No","PAYMENT",20,8510.21,44107,35596.79,"M",0,0
"708","No","PAYMENT",20,17776.59,0,0,"M",0,0
"709","No","PAYMENT",20,4638.26,183632.84,178994.58,"M",0,0
"710","No","CASH_OUT",20,254232.84,20855,0,"C",346398.32,712327.71
"711","No","PAYMENT",20,525.39,24300,23774.61,"M",0,0
"712","No","CASH_IN",20,268876.7,0,268876.7,"C",2226030.42,1957153.72
"713","No","CASH_IN",20,271744.24,81353,353097.24,"C",4464097.31,4192353.06
"714","No","CASH_OUT",20,35249.52,0,0,"C",11036786.28,11072035.8
